ObjectID,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Minutes,Total_TimeAt1KPH,Total_TravelTime,Total_TruckMinutes,Total_TruckTravelTime,Total_WalkTime,Total_Kilometers,Total_Miles,Shape_Length
1,1,1,F070600060901_7 - Go To Location 1,1,1,1,,,,,,,,,43.63470736,,51.43086389,,0.533692723
2,1,1,F070600060901_9 - Go To Location 1,2,1,2,,,,,,,,,43.08063485,,51.01849849,,0.530594444
3,1,1,F070600060901_11 - Go To Location 1,2,1,3,,,,,,,,,44.28930561,,52.00908033,,0.538898554
4,1,1,F070600060901_12 - Go To Location 1,1,1,4,,,,,,,,,45.01837909,,52.29410495,,0.541464635
5,1,1,F070600060901_13 - Go To Location 1,1,1,5,,,,,,,,,44.13402474,,51.87191842,,0.537663651
6,1,1,F070600060901_37 - Go To Location 1,1,1,6,,,,,,,,,52.65755168,,53.81634495,,0.558921665
7,1,1,F070600060901_38 - Go To Location 1,1,1,7,,,,,,,,,48.27310829,,78.64680238,,0.802296472
8,1,1,F070600060901_39 - Go To Location 1,2,1,8,,,,,,,,,46.11437053,,51.22170912,,0.539692469
9,1,1,F070600060901_41 - Go To Location 1,1,1,9,,,,,,,,,49.16835859,,53.11848535,,0.552638618
10,1,1,F070600060901_53 - Go To Location 1,2,1,10,,,,,,,,,46.85357478,,77.75785324,,0.790264657
11,1,1,F070600060901_54 - Go To Location 1,2,1,11,,,,,,,,,46.87101273,,77.77452018,,0.790414716
12,1,1,F070600060901_56 - Go To Location 1,1,1,12,,,,,,,,,44.52797528,,54.44399885,,0.557017719
13,1,1,F070600060901_57 - Go To Location 1,2,1,13,,,,,,,,,44.52874844,,54.44477828,,0.557024737
14,1,1,F070600060901_58 - Go To Location 1,2,1,14,,,,,,,,,44.11365965,,54.02544164,,0.553881115
15,1,1,F070600060901_60 - Go To Location 1,2,1,15,,,,,,,,,45.25608587,,54.52753346,,0.559934999
16,1,1,F070600060901_61 - Go To Location 1,2,1,16,,,,,,,,,44.76423152,,54.38817845,,0.55825475
17,1,1,F070600060901_90 - Go To Location 1,1,1,17,,,,,,,,,46.85478726,,77.75901212,,0.790275091
18,1,1,F070600060901_100 - Go To Location 1,2,1,18,,,,,,,,,43.05882564,,52.94042232,,0.540810543
19,1,1,F070600060901_101 - Go To Location 1,2,1,19,,,,,,,,,42.74708945,,52.63275695,,0.537101072
20,1,1,F070600060901_102 - Go To Location 1,2,1,20,,,,,,,,,43.87849131,,73.21438422,,0.746124981
21,1,1,F070600060901_335 - Go To Location 1,2,1,21,,,,,,,,,50.20868388,,53.32655666,,0.554511948
22,1,1,F070600060901_336 - Go To Location 1,2,1,22,,,,,,,,,48.84704128,,53.05421996,,0.552060017
23,1,1,F070600060901_337 - Go To Location 1,2,1,23,,,,,,,,,43.31426746,,53.19252843,,0.543850145
24,1,1,F070600060901_338 - Go To Location 1,2,1,24,,,,,,,,,43.2702,,53.14903643,,0.543325769
25,1,1,F070600060901_445 - Go To Location 1,1,1,25,,,,,,,,,48.23261389,,78.60315166,,0.801899228
26,1,1,F070600060901_715 - Go To Location 1,1,1,26,,,,,,,,,43.73947277,,51.52340474,,0.534525891
27,1,1,F070600060901_716 - Go To Location 1,1,1,27,,,,,,,,,43.72763175,,51.51294539,,0.534431724
28,1,1,F070600060901_718 - Go To Location 1,2,1,28,,,,,,,,,51.0593385,,53.4966927,,0.556043736
29,1,1,F070600060901_721 - Go To Location 1,1,1,29,,,,,,,,,47.41174589,,52.76715225,,0.549475457
30,1,1,F070600060901_724 - Go To Location 1,2,1,30,,,,,,,,,43.41658526,,51.50001623,,0.536402808
31,1,1,F070600060901_745 - Go To Location 1,1,1,31,,,,,,,,,50.44123315,,53.37306792,,0.554930704
32,1,1,F070600060901_746 - Go To Location 1,2,1,32,,,,,,,,,48.1897082,,78.55690169,,0.80147833
33,1,1,F070600060901_747 - Go To Location 1,2,1,33,,,,,,,,,48.28886731,,78.66378974,,0.802451066
34,1,1,F070600060901_753 - Go To Location 1,2,1,34,,,,,,,,,46.75096127,,77.65977683,,0.789381638
35,1,1,F070600060901_756 - Go To Location 1,2,1,35,,,,,,,,,46.26622113,,51.38675596,,0.541211424
36,1,1,F070600060901_757 - Go To Location 1,2,1,36,,,,,,,,,44.54309143,,54.45923761,,0.55715492
37,1,1,F070600060901_761 - Go To Location 1,2,1,37,,,,,,,,,45.23006206,,76.28077771,,0.771990174
38,1,1,F070600061002_39 - Go To Location 1,1,1,38,,,,,,,,,41.94807914,,49.78927616,,0.515766781
39,1,1,F070600061002_69 - Go To Location 1,1,1,39,,,,,,,,,47.83749065,,57.57054787,,0.59543061
40,1,1,F070600061002_70 - Go To Location 1,2,1,40,,,,,,,,,47.90484043,,57.59072165,,0.595673416
41,1,1,F070600061002_102 - Go To Location 1,1,1,41,,,,,,,,,43.65923883,,52.00975303,,0.537621411
42,1,1,F070600061002_111 - Go To Location 1,2,1,42,,,,,,,,,47.29877909,,53.05350245,,0.548244817
43,1,1,F070600061002_112 - Go To Location 1,1,1,43,,,,,,,,,46.69321241,,52.93238911,,0.54715469
44,1,1,F070600061002_113 - Go To Location 1,2,1,44,,,,,,,,,46.46049383,,51.58437522,,0.535022825
45,1,1,F070600061002_115 - Go To Location 1,1,1,45,,,,,,,,,42.83229672,,51.10727672,,0.526733575
46,1,1,F070600061002_117 - Go To Location 1,2,1,46,,,,,,,,,41.4951453,,49.42330789,,0.511350659
47,1,1,F070600061002_118 - Go To Location 1,1,1,47,,,,,,,,,43.09489015,,51.39385584,,0.530190967
48,1,1,F070600061002_120 - Go To Location 1,2,1,48,,,,,,,,,40.94796282,,48.98264833,,0.504224543
49,1,1,F070600061002_121 - Go To Location 1,2,1,49,,,,,,,,,42.32566442,,50.59493826,,0.52055474
50,1,1,F070600061002_125 - Go To Location 1,2,1,50,,,,,,,,,42.79998576,,50.67204993,,0.526415386
51,1,1,F070600061002_166 - Go To Location 1,2,1,51,,,,,,,,,41.13336826,,49.01388992,,0.506416026
52,1,1,F070600061002_167 - Go To Location 1,1,1,52,,,,,,,,,42.29940018,,50.56453023,,0.520187336
53,1,1,F070600061002_170 - Go To Location 1,2,1,53,,,,,,,,,40.90411144,,48.77067374,,0.503484394
54,1,1,F070600061002_171 - Go To Location 1,1,1,54,,,,,,,,,41.05496648,,49.1398664,,0.505640253
55,1,1,F070600061002_172 - Go To Location 1,2,1,55,,,,,,,,,40.90639617,,48.77309759,,0.50351361
56,1,1,F070600061002_174 - Go To Location 1,1,1,56,,,,,,,,,41.3073903,,49.51105665,,0.508980017
57,1,1,F070600061002_178 - Go To Location 1,1,1,57,,,,,,,,,40.78004061,,48.6177683,,0.501641047
58,1,1,F070600061002_182 - Go To Location 1,1,1,58,,,,,,,,,41.56497624,,49.39229229,,0.510978058
59,1,1,F070600061002_186 - Go To Location 1,1,1,59,,,,,,,,,42.34926523,,50.20499843,,0.520781542
60,1,1,F070600061002_262 - Go To Location 1,1,1,60,,,,,,,,,44.76426018,,52.61402818,,0.544905092
61,1,1,F070801010301_1 - Go To Location 1,2,1,61,,,,,,,,,19.56828292,,24.48166205,,0.24796056
62,1,1,F070801010301_23 - Go To Location 1,2,1,62,,,,,,,,,19.33424531,,28.06415463,,0.301496297
63,1,1,F070801010301_29 - Go To Location 1,2,1,63,,,,,,,,,16.93463612,,22.53501509,,0.229689991
64,1,1,F070801010301_30 - Go To Location 1,2,1,64,,,,,,,,,17.94004287,,23.50003294,,0.23970491
65,1,1,F070801010301_37 - Go To Location 1,1,1,65,,,,,,,,,19.08863181,,25.69664776,,0.260204912
66,1,1,F070801010301_40 - Go To Location 1,1,1,66,,,,,,,,,19.25484609,,26.08126917,,0.264960184
67,1,1,F070801010301_41 - Go To Location 1,1,1,67,,,,,,,,,19.28152893,,25.79531858,,0.260320775
68,1,1,F070801010301_42 - Go To Location 1,1,1,68,,,,,,,,,18.53076197,,25.2072951,,0.254487132
69,1,1,F070801010301_48 - Go To Location 1,2,1,69,,,,,,,,,18.17783547,,24.78131907,,0.249382539
70,1,1,F070801010301_50 - Go To Location 1,2,1,70,,,,,,,,,18.39432104,,25.04260981,,0.252513689
71,1,1,F070801010301_51 - Go To Location 1,2,1,71,,,,,,,,,19.73920743,,26.22883098,,0.264224622
72,1,1,F070801010301_52 - Go To Location 1,2,1,72,,,,,,,,,21.9526213,,27.14418723,,0.273988498
73,1,1,F070801010301_56 - Go To Location 1,1,1,73,,,,,,,,,21.56080912,,27.02663309,,0.272639453
74,1,1,F070801010301_57 - Go To Location 1,1,1,74,,,,,,,,,21.0108672,,26.8616358,,0.270681502
75,1,1,F070801010301_65 - Go To Location 1,2,1,75,,,,,,,,,22.020874,,26.56522681,,0.263701946
76,1,1,F070801010301_66 - Go To Location 1,1,1,76,,,,,,,,,18.6278578,,25.37875678,,0.251891132
77,1,1,F070801010301_69 - Go To Location 1,2,1,77,,,,,,,,,23.54344993,,29.02506186,,0.288337686
78,1,1,F070801010301_71 - Go To Location 1,1,1,78,,,,,,,,,23.54659581,,29.47400963,,0.292992558
79,1,1,F070801010301_75 - Go To Location 1,2,1,79,,,,,,,,,18.05564864,,24.62116553,,0.245026125
80,1,1,F070801010301_78 - Go To Location 1,1,1,80,,,,,,,,,19.82352614,,26.30869754,,0.264943837
81,1,1,F070801010301_87 - Go To Location 1,2,1,81,,,,,,,,,19.75494456,,29.45358951,,0.320828824
82,1,1,F070801010301_88 - Go To Location 1,2,1,82,,,,,,,,,19.11011788,,28.88491584,,0.312601154
83,1,1,F070801010301_93 - Go To Location 1,2,1,83,,,,,,,,,20.63921607,,29.64963097,,0.320430142
84,1,1,F070801010301_95 - Go To Location 1,2,1,84,,,,,,,,,22.45151894,,29.40789136,,0.297666073
85,1,1,F070801010301_97 - Go To Location 1,1,1,85,,,,,,,,,21.56443048,,31.17684068,,0.337207101
86,1,1,F070801010301_99 - Go To Location 1,1,1,86,,,,,,,,,22.76232556,,29.52715613,,0.301244623
87,1,1,F070801010301_100 - Go To Location 1,1,1,87,,,,,,,,,21.47410355,,30.92458273,,0.333860023
88,1,1,F070801010301_102 - Go To Location 1,1,1,88,,,,,,,,,21.47410355,,30.92458273,,0.333860023
89,1,1,F070801010301_103 - Go To Location 1,1,1,89,,,,,,,,,22.16294903,,34.35302552,,0.362379457
90,1,1,F070801010301_104 - Go To Location 1,1,1,90,,,,,,,,,20.36094194,,30.1161519,,0.324489987
91,1,1,F070801010301_105 - Go To Location 1,2,1,91,,,,,,,,,20.84159623,,30.44996573,,0.326806094
92,1,1,F070801010301_108 - Go To Location 1,1,1,92,,,,,,,,,22.56936861,,29.3487602,,0.299277205
93,1,1,F070801010301_109 - Go To Location 1,2,1,93,,,,,,,,,19.02797546,,24.493369,,0.250879259
94,1,1,F070801010301_110 - Go To Location 1,1,1,94,,,,,,,,,22.49378249,,29.28350802,,0.298495029
95,1,1,F070801010301_112 - Go To Location 1,1,1,95,,,,,,,,,22.8494001,,29.83391942,,0.301501722
96,1,1,F070801010301_114 - Go To Location 1,1,1,96,,,,,,,,,21.3387714,,28.21642391,,0.286939172
97,1,1,F070801010301_116 - Go To Location 1,1,1,97,,,,,,,,,20.72902481,,27.56695385,,0.281092192
98,1,1,F070801010301_124 - Go To Location 1,1,1,98,,,,,,,,,20.84076743,,27.71859848,,0.284307766
99,1,1,F070801010301_127 - Go To Location 1,1,1,99,,,,,,,,,21.98659031,,34.01288312,,0.359501093
100,1,1,F070801010301_128 - Go To Location 1,2,1,100,,,,,,,,,21.9461704,,34.09204104,,0.360635015
101,1,1,F070801010301_129 - Go To Location 1,1,1,101,,,,,,,,,20.87997419,,30.46211402,,0.326953351
102,1,1,F070801010301_132 - Go To Location 1,2,1,102,,,,,,,,,19.497416,,26.37404419,,0.268468628
103,1,1,F070801010301_134 - Go To Location 1,2,1,103,,,,,,,,,21.49980444,,28.39073688,,0.288509705
104,1,1,F070801010301_135 - Go To Location 1,2,1,104,,,,,,,,,19.55416547,,26.44253919,,0.269289432
105,1,1,F070801010301_136 - Go To Location 1,2,1,105,,,,,,,,,19.5126474,,26.39242806,,0.26868893
106,1,1,F070801010301_147 - Go To Location 1,1,1,106,,,,,,,,,21.65710095,,28.33911444,,0.288284126
107,1,1,F070801010301_148 - Go To Location 1,2,1,107,,,,,,,,,20.52541283,,27.61468791,,0.283336557
108,1,1,F070801010301_149 - Go To Location 1,1,1,108,,,,,,,,,23.84678672,,29.65476157,,0.296150401
109,1,1,F070801010301_152 - Go To Location 1,1,1,109,,,,,,,,,24.01163864,,36.44221891,,0.386059562
110,1,1,F070801010301_155 - Go To Location 1,2,1,110,,,,,,,,,23.27254422,,35.78781164,,0.378394891
111,1,1,F070801010301_156 - Go To Location 1,2,1,111,,,,,,,,,23.44396881,,35.98778813,,0.380790683
112,1,1,F070801010301_160 - Go To Location 1,2,1,112,,,,,,,,,24.43348118,,31.11711259,,0.312565001
113,1,1,F070801010301_168 - Go To Location 1,2,1,113,,,,,,,,,19.79776053,,28.19531943,,0.302932018
114,1,1,F070801010301_169 - Go To Location 1,1,1,114,,,,,,,,,20.2198957,,33.48475698,,0.348025695
115,1,1,F070801010301_171 - Go To Location 1,1,1,115,,,,,,,,,18.87530753,,28.75428625,,0.308161955
116,1,1,F070801010301_179 - Go To Location 1,1,1,116,,,,,,,,,25.07419137,,36.161164,,0.378969256
117,1,1,F070801010301_185 - Go To Location 1,1,1,117,,,,,,,,,17.17099066,,27.14514908,,0.292093198
118,1,1,F070801010301_187 - Go To Location 1,2,1,118,,,,,,,,,17.77513827,,26.83464666,,0.289976939
119,1,1,F070801010301_188 - Go To Location 1,2,1,119,,,,,,,,,19.57397477,,27.57668468,,0.29798187
120,1,1,F070801010301_190 - Go To Location 1,1,1,120,,,,,,,,,19.6874199,,27.61071707,,0.298294752
121,1,1,F070801010301_192 - Go To Location 1,1,1,121,,,,,,,,,18.41216031,,27.82581063,,0.29875041
122,1,1,F070801010301_193 - Go To Location 1,1,1,122,,,,,,,,,19.84804923,,29.64452865,,0.318835513
123,1,1,F070801010301_194 - Go To Location 1,1,1,123,,,,,,,,,19.43635665,,29.26600357,,0.314297168
124,1,1,F070801010301_195 - Go To Location 1,1,1,124,,,,,,,,,19.85226058,,29.64840073,,0.318881937
125,1,1,F070801010301_197 - Go To Location 1,1,1,125,,,,,,,,,18.61988688,,28.55418468,,0.305763188
126,1,1,F070801010301_199 - Go To Location 1,1,1,126,,,,,,,,,18.84338668,,28.72927883,,0.307862173
127,1,1,F070801010301_200 - Go To Location 1,1,1,127,,,,,,,,,19.04948604,,28.79644821,,0.307430586
128,1,1,F070801010301_201 - Go To Location 1,2,1,128,,,,,,,,,19.33039948,,29.41353156,,0.312704328
129,1,1,F070801010301_202 - Go To Location 1,1,1,129,,,,,,,,,19.33039948,,29.41353156,,0.312704328
130,1,1,F070801010301_205 - Go To Location 1,2,1,130,,,,,,,,,21.05112322,,32.40480769,,0.341247931
131,1,1,F070801010301_206 - Go To Location 1,2,1,131,,,,,,,,,19.50067125,,29.79553479,,0.315957163
132,1,1,F070801010301_208 - Go To Location 1,1,1,132,,,,,,,,,19.00775665,,28.27893759,,0.307945133
133,1,1,F070801010301_209 - Go To Location 1,2,1,133,,,,,,,,,15.91081421,,26.03052244,,0.282911667
134,1,1,F070801010301_213 - Go To Location 1,2,1,134,,,,,,,,,21.3730106,,33.45289451,,0.354327972
135,1,1,F070801010301_216 - Go To Location 1,2,1,135,,,,,,,,,19.98617272,,32.04891516,,0.337304168
136,1,1,F070801010301_217 - Go To Location 1,1,1,136,,,,,,,,,19.80949469,,31.23123915,,0.329062361
137,1,1,F070801010301_220 - Go To Location 1,1,1,137,,,,,,,,,20.78056862,,31.75317139,,0.335663458
138,1,1,F070801010301_225 - Go To Location 1,1,1,138,,,,,,,,,19.72448722,,31.12929846,,0.327418672
139,1,1,F070801010301_228 - Go To Location 1,1,1,139,,,,,,,,,22.12115134,,32.81138342,,0.342245904
140,1,1,F070801010301_229 - Go To Location 1,1,1,140,,,,,,,,,19.08699309,,31.39460753,,0.333001886
141,1,1,F070801010301_231 - Go To Location 1,2,1,141,,,,,,,,,20.8164084,,31.9365138,,0.334343521
142,1,1,F070801010301_232 - Go To Location 1,2,1,142,,,,,,,,,21.46081195,,32.36861408,,0.338246318
143,1,1,F070801010301_235 - Go To Location 1,2,1,143,,,,,,,,,20.02042701,,31.90508622,,0.338549211
144,1,1,F070801010301_246 - Go To Location 1,1,1,144,,,,,,,,,17.43933232,,27.36926448,,0.297864628
145,1,1,F070801010301_247 - Go To Location 1,1,1,145,,,,,,,,,16.15336461,,26.35550172,,0.286567431
146,1,1,F070801010301_248 - Go To Location 1,2,1,146,,,,,,,,,16.49469065,,26.0356402,,0.282906185
147,1,1,F070801010301_253 - Go To Location 1,2,1,147,,,,,,,,,20.33520039,,29.12088706,,0.31241894
148,1,1,F070801010301_255 - Go To Location 1,1,1,148,,,,,,,,,16.25305694,,25.36180808,,0.275552204
149,1,1,F070801010301_259 - Go To Location 1,2,1,149,,,,,,,,,17.20498847,,26.05977141,,0.28277751
150,1,1,F070801010301_260 - Go To Location 1,1,1,150,,,,,,,,,18.19994212,,27.37895087,,0.297524187
151,1,1,F070801010301_264 - Go To Location 1,2,1,151,,,,,,,,,18.14899093,,28.09778356,,0.304703977
152,1,1,F070801010301_265 - Go To Location 1,1,1,152,,,,,,,,,19.30615241,,28.892941,,0.312471703
153,1,1,F070801010301_266 - Go To Location 1,2,1,153,,,,,,,,,19.38364366,,28.94459948,,0.312936857
154,1,1,F070801010301_267 - Go To Location 1,1,1,154,,,,,,,,,20.56189472,,30.55610716,,0.328813756
155,1,1,F070801010301_268 - Go To Location 1,1,1,155,,,,,,,,,21.39380826,,31.3132913,,0.336142779
156,1,1,F070801010301_283 - Go To Location 1,1,1,156,,,,,,,,,18.48890535,,28.03870317,,0.302380725
157,1,1,F070801010301_285 - Go To Location 1,1,1,157,,,,,,,,,19.26094639,,28.55261677,,0.308008716
158,1,1,F070801010301_287 - Go To Location 1,2,1,158,,,,,,,,,19.56581068,,29.69224218,,0.32302712
159,1,1,F070801010301_289 - Go To Location 1,2,1,159,,,,,,,,,19.09032483,,28.43820477,,0.306637254
160,1,1,F070801010301_303 - Go To Location 1,2,1,160,,,,,,,,,22.25479482,,32.87097098,,0.348272539
161,1,1,F070801010301_306 - Go To Location 1,2,1,161,,,,,,,,,23.3294794,,31.17061349,,0.336919881
162,1,1,F070801010301_308 - Go To Location 1,1,1,162,,,,,,,,,22.26951113,,31.154818,,0.342558386
163,1,1,F070801010301_320 - Go To Location 1,1,1,163,,,,,,,,,20.59002806,,27.41468889,,0.279721214
164,1,1,F070801010301_326 - Go To Location 1,1,1,164,,,,,,,,,17.75663909,,29.78927155,,0.313779787
165,1,1,F070801010301_329 - Go To Location 1,2,1,165,,,,,,,,,19.16365698,,28.66100623,,0.31120224
166,1,1,F070801010301_333 - Go To Location 1,2,1,166,,,,,,,,,22.66009077,,29.54646227,,0.301646059
167,1,1,F070801010301_334 - Go To Location 1,2,1,167,,,,,,,,,22.27493656,,29.168981,,0.297121579
168,1,1,F070801010301_335 - Go To Location 1,1,1,168,,,,,,,,,22.46970076,,34.55579932,,0.366193541
169,1,1,F070801010301_336 - Go To Location 1,1,1,169,,,,,,,,,19.97328454,,24.4406465,,0.254656501
170,1,1,F070801010301_340 - Go To Location 1,2,1,170,,,,,,,,,21.18295783,,31.94430151,,0.334951519
171,1,1,F070801010301_342 - Go To Location 1,1,1,171,,,,,,,,,21.76153236,,32.11788207,,0.33700381
172,1,1,F070801010301_343 - Go To Location 1,1,1,172,,,,,,,,,20.96194941,,31.87799584,,0.334167608
173,1,1,F070801010301_344 - Go To Location 1,2,1,173,,,,,,,,,22.26134517,,32.26783301,,0.338744452
174,1,1,F070801010301_345 - Go To Location 1,1,1,174,,,,,,,,,21.78598893,,32.12521939,,0.337090562
175,1,1,F070801010301_347 - Go To Location 1,2,1,175,,,,,,,,,18.03598449,,28.32470437,,0.304954765
176,1,1,F070801010301_351 - Go To Location 1,1,1,176,,,,,,,,,19.54956573,,28.69147421,,0.31163592
177,1,1,F070801010301_353 - Go To Location 1,1,1,177,,,,,,,,,18.63755335,,28.7888024,,0.309335043
178,1,1,F070801010301_356 - Go To Location 1,2,1,178,,,,,,,,,19.38010457,,29.21428336,,0.313677067
179,1,1,F070801010301_357 - Go To Location 1,2,1,179,,,,,,,,,19.81230545,,29.61166453,,0.318441487
180,1,1,F070801010301_359 - Go To Location 1,1,1,180,,,,,,,,,18.84674126,,28.69476642,,0.309363079
181,1,1,F070801010301_360 - Go To Location 1,1,1,181,,,,,,,,,18.17993682,,27.63654257,,0.299101734
182,1,1,F070801010301_370 - Go To Location 1,2,1,182,,,,,,,,,25.01217645,,31.66973498,,0.318704395
183,1,1,F070801010301_372 - Go To Location 1,2,1,183,,,,,,,,,18.13210057,,27.80436492,,0.300271378
184,1,1,F070801010301_375 - Go To Location 1,2,1,184,,,,,,,,,20.59034363,,30.32711191,,0.327019317
185,1,1,F070801010301_376 - Go To Location 1,1,1,185,,,,,,,,,20.23181577,,29.52060938,,0.318916972
186,1,1,F070801010301_383 - Go To Location 1,1,1,186,,,,,,,,,19.37481236,,29.56417248,,0.321491998
187,1,1,F070801010301_389 - Go To Location 1,1,1,187,,,,,,,,,18.99262735,,24.32461859,,0.248592006
188,1,1,F070801010301_391 - Go To Location 1,1,1,188,,,,,,,,,17.76373347,,23.32959091,,0.238142939
189,1,1,F070801010301_393 - Go To Location 1,2,1,189,,,,,,,,,22.39738975,,34.48611363,,0.365358302
190,1,1,F070801010301_394 - Go To Location 1,1,1,190,,,,,,,,,21.95196135,,28.85244781,,0.293327627
191,1,1,F070801010301_395 - Go To Location 1,1,1,191,,,,,,,,,22.35615452,,29.248579,,0.298075641
192,1,1,F070801010301_404 - Go To Location 1,1,1,192,,,,,,,,,19.17635461,,31.66545473,,0.331585428
193,1,1,F070801010301_419 - Go To Location 1,1,1,193,,,,,,,,,18.03338084,,24.77437926,,0.246298843
194,1,1,F070801010301_421 - Go To Location 1,2,1,194,,,,,,,,,17.66928931,,24.16752682,,0.242027217
195,1,1,F070801010301_424 - Go To Location 1,1,1,195,,,,,,,,,20.89677736,,31.58690192,,0.331353111
196,1,1,F070801010301_425 - Go To Location 1,2,1,196,,,,,,,,,19.22138675,,30.86695781,,0.32468959
197,1,1,F070801010301_433 - Go To Location 1,2,1,197,,,,,,,,,16.09777346,,24.77762183,,0.269519222
198,1,1,F070801010301_436 - Go To Location 1,1,1,198,,,,,,,,,21.32162999,,33.49618413,,0.354664819
199,1,1,F070801010301_441 - Go To Location 1,1,1,199,,,,,,,,,19.03811991,,28.42028219,,0.308825827
200,1,1,F070801010301_442 - Go To Location 1,2,1,200,,,,,,,,,25.61891259,,33.9556979,,0.353851409
201,1,1,F070801010301_443 - Go To Location 1,1,1,201,,,,,,,,,20.42059844,,27.03039481,,0.294047414
202,1,1,F070801010301_449 - Go To Location 1,1,1,202,,,,,,,,,18.8252735,,30.23991972,,0.339235817
203,1,1,F070801010301_455 - Go To Location 1,2,1,203,,,,,,,,,20.78442921,,28.82774655,,0.312731861
204,1,1,F070801010301_456 - Go To Location 1,2,1,204,,,,,,,,,21.69277932,,29.0256951,,0.314560436
205,1,1,F070801010301_458 - Go To Location 1,1,1,205,,,,,,,,,21.69277932,,29.0256951,,0.314560436
206,1,1,F070801010301_462 - Go To Location 1,1,1,206,,,,,,,,,26.18350043,,36.64182739,,0.383296796
207,1,1,F070801010301_464 - Go To Location 1,1,1,207,,,,,,,,,20.12377442,,32.60015011,,0.347458851
208,1,1,F070801010301_465 - Go To Location 1,1,1,208,,,,,,,,,19.82226638,,32.23623186,,0.343097853
209,1,1,F070801010301_466 - Go To Location 1,2,1,209,,,,,,,,,19.3943483,,31.71974665,,0.336908403
210,1,1,F070801010301_467 - Go To Location 1,2,1,210,,,,,,,,,26.25948697,,36.67475234,,0.383593271
211,1,1,F070801010301_468 - Go To Location 1,2,1,211,,,,,,,,,21.17432563,,33.13526767,,0.353209321
212,1,1,F070801010301_469 - Go To Location 1,2,1,212,,,,,,,,,20.23222702,,32.51224032,,0.345713575
213,1,1,F070801010301_471 - Go To Location 1,2,1,213,,,,,,,,,26.6755254,,36.85502171,,0.385216521
214,1,1,F070801010301_476 - Go To Location 1,2,1,214,,,,,,,,,19.36034867,,24.22105645,,0.252314477
215,1,1,F070801010301_479 - Go To Location 1,2,1,215,,,,,,,,,19.90469258,,24.40211483,,0.254484822
216,1,1,F070801010301_481 - Go To Location 1,1,1,216,,,,,,,,,19.83159021,,28.93383881,,0.310440478
217,1,1,F070801010301_484 - Go To Location 1,1,1,217,,,,,,,,,20.23241127,,28.87837876,,0.311221101
218,1,1,F070801010301_485 - Go To Location 1,2,1,218,,,,,,,,,18.75079487,,22.65969397,,0.233269419
219,1,1,F070801010301_490 - Go To Location 1,2,1,219,,,,,,,,,18.1838813,,22.72013785,,0.255943236
220,1,1,F070801010301_495 - Go To Location 1,2,1,220,,,,,,,,,22.22963881,,29.0589936,,0.295803752
221,1,1,F070801010301_496 - Go To Location 1,2,1,221,,,,,,,,,22.2720813,,29.09506847,,0.296236185
222,1,1,F070801010301_498 - Go To Location 1,1,1,222,,,,,,,,,21.29823397,,30.26945426,,0.334946604
223,1,1,F070801010301_506 - Go To Location 1,1,1,223,,,,,,,,,16.31240847,,25.43307957,,0.276521911
224,1,1,F070801010301_510 - Go To Location 1,2,1,224,,,,,,,,,21.77054979,,30.14581515,,0.33433124
225,1,1,F070801010301_517 - Go To Location 1,1,1,225,,,,,,,,,16.23481742,,27.40476333,,0.291523787
226,1,1,F070801010301_518 - Go To Location 1,1,1,226,,,,,,,,,21.79430416,,32.37974097,,0.338643192
227,1,1,F070801010301_520 - Go To Location 1,1,1,227,,,,,,,,,17.67259248,,28.23032062,,0.315192954
228,1,1,F070801010301_525 - Go To Location 1,1,1,228,,,,,,,,,19.12266892,,22.71050687,,0.23433137
229,1,1,F070801010301_528 - Go To Location 1,2,1,229,,,,,,,,,22.32683064,,29.4199414,,0.316577636
230,1,1,F070801010301_529 - Go To Location 1,1,1,230,,,,,,,,,15.7757485,,26.60440355,,0.284291441
231,1,1,F070801010301_530 - Go To Location 1,1,1,231,,,,,,,,,25.12393369,,33.85671601,,0.35271627
232,1,1,F070801010301_531 - Go To Location 1,1,1,232,,,,,,,,,16.881187,,28.53167614,,0.301705685
233,1,1,F070801010301_532 - Go To Location 1,2,1,233,,,,,,,,,19.72448722,,31.12929846,,0.327418672
234,1,1,F070801010301_533 - Go To Location 1,2,1,234,,,,,,,,,19.72448722,,31.12929846,,0.327418672
235,1,1,F070801010301_534 - Go To Location 1,1,1,235,,,,,,,,,19.88699852,,31.31329045,,0.328714055
236,1,1,F070801010302_1 - Go To Location 1,1,1,236,,,,,,,,,24.23711385,,32.22315595,,0.354841635
237,1,1,F070801010302_2 - Go To Location 1,1,1,237,,,,,,,,,23.27269398,,34.65785529,,0.387612693
238,1,1,F070801010302_4 - Go To Location 1,1,1,238,,,,,,,,,23.75444261,,37.62291406,,0.417854508
239,1,1,F070801010302_10 - Go To Location 1,1,1,239,,,,,,,,,18.84545348,,28.91332088,,0.322841787
240,1,1,F070801010302_12 - Go To Location 1,2,1,240,,,,,,,,,22.78243037,,29.89718139,,0.333001482
241,1,1,F070801010302_26 - Go To Location 1,1,1,241,,,,,,,,,21.77152119,,34.60933162,,0.387256546
242,1,1,F070801010302_42 - Go To Location 1,2,1,242,,,,,,,,,21.08842687,,30.36510593,,0.337202809
