OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,SUM_cropAcres,SUM_pctWScropAcres,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,ReducedCostTon,MLRA,HUC12
378,F070801030303_176,2364.838812,20834.36935,5.146089077,210.9896545,63,1056.903931,14.99546528,0.001971946,52.2718544,104544,49.65826035,18300.59901,1267.893555,25.53237915,108c,070801030303
379,F070801030303_181,6612.017077,58353.83488,14.41339684,590.9492798,89,4181.902832,58.63556147,0.007710741,67.01452589,134030,63.66380119,23462.07235,4772.852051,74.96963501,108c,070801030303
380,F070801030303_185,8207.204569,69551.24813,17.17915916,704.34552,67,3752.271484,54.059256,0.007108944,173.7107369,347421,165.025197,60816.86985,4456.617188,27.00567627,108c,070801030303
381,F070801030303_186,4207.48006,36385.08956,8.987116814,368.4718018,72,2109.456299,27.32513666,0.003593332,97.75331497,195506,92.86565113,34223.85382,2477.928223,26.68293571,108c,070801030303
382,F070801030303_187,1601.144194,13587.66012,3.356152058,137.6022339,65,711.1687012,12.27755307,0.001614533,35.73162004,71462,33.94503766,12509.7923,848.7709351,25.00427055,108c,070801030303
383,F070801030303_188,4277.813342,36491.03719,9.013286591,369.5447388,69,2027.44873,22.22981255,0.002923283,36.39749459,72795,34.5776191,12742.91805,2396.993408,69.32210541,108c,070801030303
384,F070801030303_189,5420.726036,46939.9554,11.59416866,475.3609009,74,2796.977295,47.21777052,0.00620927,133.6868585,267374,127.0025158,46804.34027,3272.338135,25.76593208,108c,070801030303
385,F070801030303_20,11904.63917,103053.9636,25.45432854,1043.627441,76,6306.564941,71.58116785,0.009413125,97.63894951,195278,92.75700177,34183.81319,7350.192383,79.24137878,108c,070801030303
386,F070801030303_201,4741.524033,40537.46657,10.01275444,410.5229187,74,2415.476807,29.07766026,0.003823794,47.45730165,94914,45.08443494,16615.00342,2825.999756,62.68238068,108c,070801030303
387,F070801030303_204,9114.10598,79488.49926,19.63365936,804.9800415,88,5632.504395,65.78440583,0.008650834,89.33311939,178667,84.86646533,31275.90738,6437.484375,75.85427856,108c,070801030303
388,F070801030303_206,4997.550708,43593.57801,10.76761341,441.4721375,74,2597.579346,33.50856709,0.004406471,80.70729733,161415,76.67193222,28255.96944,3039.051514,39.63708115,108c,070801030303
389,F070801030303_21,1601.151085,14021.52826,3.463317394,141.9960175,79,891.9428101,10.39389511,0.001366826,22.88599935,45772,21.74170024,8012.486446,1033.938843,47.55556488,108c,070801030303
390,F070801030303_22,2580.413089,22278.67183,5.502831936,225.6161041,79,1417.199463,13.61815614,0.001790826,24.67870975,49357,23.44477344,8640.121393,1642.815552,70.07171631,108c,070801030303
391,F070801030303_223,2076.45587,17934.93154,4.429928303,181.6270599,90,1299.740845,13.89811277,0.001827641,18.14216256,36284,17.23505402,6351.648452,1481.36792,85.95087433,108c,070801030303
392,F070801030303_227,2325.790854,20740.81644,5.122981548,210.0422363,88,1469.68103,9.884512901,0.001299841,11.42861462,22857,10.85718346,4001.206636,1679.723267,154.7107697,108c,070801030303
393,F070801030303_233,2549.644578,22525.53462,5.563807011,228.1160889,83,1505.454956,17.99139076,0.002365919,28.91396695,57828,27.4682681,10122.90315,1733.571045,63.11177063,108c,070801030303
394,F070801030303_236,1459.663197,12820.55058,3.166676044,129.833725,85,877.4858398,9.517658748,0.001251599,10.7579729,21516,10.22007448,3766.412347,1007.31958,98.56284332,108c,070801030303
395,F070801030303_239,3980.810789,34208.19126,8.449422836,346.4263306,85,2341.334961,25.62750483,0.003370089,25.69463134,51388,24.409899,8995.799899,2687.76123,110.1094742,108c,070801030303
396,F070801030303_242,3131.967171,27059.16548,6.683613777,274.0281677,90,1960.972168,18.4428983,0.002425293,23.55543812,47111,22.37766622,8246.859503,2235.000244,99.87638092,108c,070801030303
397,F070801030303_244,5500.632315,47678.17291,11.77650833,482.836853,88,3378.445068,41.66971701,0.005479685,41.21652776,82433,39.15570176,14430.08256,3861.281982,98.61353302,108c,070801030303
398,F070801030303_271,1820.145366,15856.41132,3.916533709,160.5778809,85,1085.271484,10.78120542,0.001417759,16.24072027,32481,15.42868471,5685.945706,1245.849365,80.74890137,108c,070801030303
399,F070801030303_283,6419.102178,56327.45116,13.9128809,570.4281006,83,3764.547363,51.05507135,0.006713886,79.11745596,158235,75.16158438,27699.35973,4334.975586,57.67541504,108c,070801030303
400,F070801030303_292,3989.5189,34375.76874,8.490815163,348.1234131,74,2048.324219,33.57235599,0.004414859,84.67022133,169339,80.4367094,29643.40584,2396.447754,29.79296112,108c,070801030303
401,F070801030303_293,3276.936826,28927.01165,7.144971848,292.9438477,74,1723.652954,19.10444705,0.002512289,44.94185066,89884,42.69475967,15734.33445,2016.596802,47.23288727,108c,070801030303
402,F070801030303_33,5969.080112,52475.84124,12.96153259,531.4228516,77,3253.604004,33.6802774,0.004429051,48.83128905,97662,46.38972474,17096.04293,3785.026855,81.59192657,108c,070801030303
403,F070801030303_340,949.1939256,8152.793287,2.013739824,82.5633316,62,407.0170898,5.628777981,0.0007402,13.55977726,27120,12.88178825,4747.335886,489.5804138,38.00562668,108c,070801030303
404,F070801030303_344,1581.903376,13416.86005,3.313964367,135.8725433,56,604.9973755,7.854867458,0.001032937,4.718289852,9437,4.482375145,1651.893352,740.8699341,165.2851257,108c,070801030303
405,F070801030303_362,2758.867646,23385.84662,5.776304245,236.828476,77,1449.967896,17.00610071,0.00223635,29.55245352,59105,28.07483149,10346.44045,1686.796387,60.08215714,108c,070801030303
406,F070801030303_363,1335.330735,11632.90267,2.873327017,117.8064041,93,871.1351929,11.04948705,0.001453039,10.33915854,20678,9.822200745,3619.783617,988.9415894,100.6843185,108c,070801030303
407,F070801030303_37,3207.060411,27747.19532,6.85355711,280.9958496,75,1675.694702,21.16020203,0.002782626,36.20680022,72414,34.39646029,12676.15544,1956.690552,56.8863945,108c,070801030303
408,F070801030303_370,2427.523745,21409.56691,5.288163185,216.8146973,90,1551.547119,15.84087721,0.00208312,23.31453988,46629,22.14881268,8162.519924,1768.361816,79.84002686,108c,070801030303
409,F070801030303_371,1166.829411,10142.82943,2.505278826,102.7164307,92,751.3832397,9.490990177,0.001248092,10.75987215,21520,10.22187817,3767.077063,854.0996704,83.5560379,108c,070801030303
410,F070801030303_376,4219.686769,36775.99494,9.083670616,372.430481,72,2132.119141,27.76298425,0.003650911,38.45746383,76915,36.53459045,13464.12228,2504.549561,68.55283356,108c,070801030303
411,F070801030303_377,2034.75382,17553.26763,4.33565712,177.7619476,78,1102.470947,15.53990382,0.002043541,5.752562553,11505,5.464934394,2013.99671,1280.23291,234.2631836,108c,070801030303
412,F070801030303_399,3690.787991,31643.39783,7.815919399,320.4526978,84,2140.311279,28.0844172,0.00369318,34.3423944,68685,32.62527502,12023.4191,2460.763916,75.42507935,108c,070801030303
413,F070801030303_400,2191.428773,18674.33291,4.612560272,189.114975,88,1323.251343,10.63477755,0.001398503,14.31576872,28632,13.59997988,5012.011628,1512.366333,111.2035751,108c,070801030303
414,F070801030303_406,8385.272221,72733.81617,17.96525192,736.5753174,71,4158.237793,56.36386869,0.007412007,68.13484239,136270,64.72810056,23854.29946,4894.812988,75.62114716,108c,070801030303
415,F070801030303_407,2768.004199,24259.66448,5.992136955,245.6776123,84,1640.886841,15.3768581,0.0020221,12.07995201,24160,11.47595467,4229.242895,1886.564453,164.392807,108c,070801030303
416,F070801030303_414,3007.848411,26377.07372,6.515137196,267.120636,86,1826.58374,24.32897288,0.003199328,18.23795947,36476,17.32606123,6385.187416,2093.704346,120.8413315,108c,070801030303
417,F070801030303_418,2871.054919,25687.37578,6.344781876,260.1360474,79,1634.035156,16.32994485,0.002147434,34.46871328,68937,32.74527788,12067.64385,1894.171143,57.84562683,108c,070801030303
418,F070801030303_419,7846.418713,67994.73084,16.79469872,688.5826416,63,3449.295166,49.34841845,0.006489456,183.1482092,366296,173.9907988,64120.97038,4137.87793,23.78216553,108c,070801030303
419,F070801030303_425,2511.34925,21386.03661,5.282351017,216.5763855,76,1308.755249,15.78318,0.002075533,21.83759904,43675,20.74571991,7645.437005,1525.331665,73.5251236,108c,070801030303
420,F070801030303_463,4270.678943,37211.95121,9.191351891,376.8454285,67,2007.575073,26.75551172,0.003518425,14.60720481,29214,13.87684466,5114.044832,2384.42041,171.8272705,108c,070801030303
421,F070801030303_465,3319.515493,29266.26217,7.228766918,296.3794556,67,1578.907227,22.59424144,0.002971206,57.33891773,114677,54.47197092,20074.59968,1875.286621,34.42663574,108c,070801030303
422,F070801030303_470,2244.590149,19998.5419,4.939640045,202.525238,75,1207.741821,15.17708111,0.001995829,19.02851105,38057,18.07708549,6661.962997,1410.26709,78.01407623,108c,070801030303
423,F070801030303_478,1567.102397,13539.74781,3.344317675,137.1170197,86,937.612915,9.962436199,0.001310088,10.46370292,20928,9.940517902,3663.387135,1074.72998,108.1160965,108c,070801030303
424,F070801030303_48,7788.376889,68853.54509,17.0068264,697.2799072,87,4823.475586,60.45297036,0.007949736,82.82531589,165652,78.68405015,28997.4969,5520.755371,70.16358948,108c,070801030303
425,F070801030303_488,2717.426522,23858.30971,5.89300251,241.6130981,57,1095.03772,15.43275946,0.002029451,4.987404734,9975,4.738034725,1746.111785,1336.650879,282.1108093,108c,070801030303
426,F070801030303_490,1246.928507,10895.09552,2.691088676,110.3346329,81,710.6088867,7.738588028,0.001017646,8.339910153,16680,7.922914665,2919.838175,820.9435425,103.6163559,108c,070801030303
427,F070801030303_50,1381.403192,11843.14848,2.925257683,119.9355621,87,829.6615601,10.18776989,0.00133972,3.45116061,6902,3.278602481,1208.266035,949.5971069,289.6347046,108c,070801030303
428,F070801030303_540,3151.954134,27246.63615,6.729918957,275.9266663,79,1733.223389,26.69217038,0.003510096,42.62078977,85241,40.48975062,14921.72068,2009.150024,49.62120056,108c,070801030303
429,F070801030303_548,3137.910261,26601.1298,6.570478916,269.3896484,67,1435.124023,16.29672681,0.002143065,8.918573898,17837,8.472645106,3122.430781,1704.513672,201.1784515,108c,070801030303
430,F070801030303_552,4830.00655,42065.43921,10.39016342,425.9967041,77,2608.138916,31.9100914,0.004196267,10.4561398,20912,9.93333292,3660.739247,3034.135742,305.4499207,108c,070801030303
431,F070801030303_553,728.7013448,6400.493142,1.580921769,64.8177948,89,458.6886902,7.338462498,0.000965028,11.80382287,23607,11.21363197,4132.568894,523.5064697,46.6848259,108c,070801030303
432,F070801030303_554,1946.970158,17014.56664,4.202598095,172.3065186,81,1109.738037,13.88187632,0.001825506,28.90754355,57816,27.4621659,10120.6543,1282.044556,46.68402863,108c,070801030303
433,F070801030303_555,1346.209419,11519.92334,2.845421076,116.662262,72,667.8772583,6.906868815,0.000908273,15.93190907,31864,15.13531369,5577.829445,784.5395508,51.83503723,108c,070801030303
434,F070801030303_567,5551.30503,48130.19231,11.88815784,487.4144592,89,3449.230225,47.06330719,0.006188957,56.91433741,113827,54.06862029,19925.95254,3936.644775,72.80831146,108c,070801030303
435,F070801030303_580,2334.207686,20033.66699,4.94831562,202.8809357,55,887.2330933,12.91948175,0.001698948,54.43220901,108864,51.71059799,19056.94867,1090.114014,21.08105659,108c,070801030303
436,F070801030303_581,2991.960116,25520.72875,6.303619862,258.4484253,69,1417.936279,17.69688165,0.00232719,73.273983,146547,69.61028528,25653.53496,1676.384766,24.08242989,108c,070801030303
437,F070801030303_607,5901.806954,50549.81792,12.48580456,511.9179993,85,3459.81665,47.97434848,0.006308762,58.22542201,116452,55.31414976,20384.96853,3971.734619,71.80323029,108c,070801030303
438,F070801030303_608,2406.270515,20687.80957,5.10988903,209.5054474,82,1365.975708,15.30297537,0.002012384,31.38787384,62776,29.81848025,10989.02874,1575.481201,52.83573151,108c,070801030303
439,F070801030303_61,2730.864198,23396.85815,5.779024124,236.9399872,81,1526.009033,21.47767523,0.002824375,45.45151085,90902,43.17893723,15912.7688,1762.948975,40.82891083,108c,070801030303
440,F070801030303_638,4868.427379,43201.22994,10.67070389,437.4988708,88,3061.211426,31.89297104,0.004194015,42.07757187,84155,39.97369385,14731.53785,3498.710205,87.52531433,108c,070801030303
441,F070801030303_639,3218.690623,28115.5862,6.944549561,284.726532,85,1924.334839,22.04639834,0.002899163,28.51889461,57039,27.09294897,9984.586486,2209.061279,81.53639221,108c,070801030303
442,F070801030303_663,4939.552359,43008.29398,10.62304878,435.5450134,88,3047.540283,34.5820595,0.004547638,41.21336389,82427,39.15269661,14428.97508,3483.085205,88.96156311,108c,070801030303
443,F070801030303_667,1848.745931,16621.77529,4.105578423,168.3287201,88,1177.80835,15.16217962,0.001993869,21.71583374,43432,20.63004243,7602.806291,1346.137085,65.251297,108c,070801030303
444,F070801030303_669,5280.83051,45131.12204,11.1473875,457.0428772,89,3234.302734,34.24244535,0.004502978,8.903333634,17807,8.458167136,3117.095203,3691.345703,436.4238281,108c,070801030303
445,F070801030303_671,1397.820103,12001.85459,2.964457989,121.542778,76,734.4741821,7.922991529,0.001041896,12.88994129,25779,12.24544407,4512.823449,856.0169678,69.90493774,108c,070801030303
446,F070801030303_672,4718.634103,41304.10766,10.20211506,418.2867126,88,2926.782715,27.43224198,0.003607417,34.47198403,68945,32.74838388,12068.7885,3345.069336,102.1445618,108c,070801030303
447,F070801030303_700,9509.501435,82749.11149,20.43902969,838.0002441,84,5604.677246,67.45799284,0.008870916,87.55128476,175102,83.17372242,30652.07946,6442.677734,77.460495,108c,070801030303
448,F070801030303_730,1863.269893,15985.24292,3.948354959,161.8825531,87,1119.83252,13.68542099,0.001799671,15.80502272,31610,15.01477194,5533.406095,1281.715088,85.36360931,108c,070801030303
449,F070801030303_731,9993.561207,86395.91022,21.33979034,874.9313965,82,5704.552734,71.89366864,0.00945422,112.3939881,224787,106.7742883,39349.61517,6579.484375,61.62049484,108c,070801030303
450,F070801030303_741,18348.27034,159576.7724,39.41546249,1616.033936,72,9251.597656,118.8846788,0.01563367,225.7173528,451433,214.4314874,79024.61019,10867.63184,50.68113708,108c,070801030303
451,F070801030303_742,5311.783003,46465.48327,11.47697449,470.5559692,79,2955.779785,40.88272548,0.005376193,66.91003817,133822,63.5645355,23425.48989,3426.335693,53.90325928,108c,070801030303
452,F070801030303_745,4967.295989,42725.70445,10.55324936,432.6832275,77,2649.076416,34.61063443,0.004551396,50.344916,100690,47.82766948,17625.96987,3081.759766,64.43466187,108c,070801030303
453,F070801030303_748,4050.75606,35207.49933,8.696251869,356.5463257,77,2182.933105,31.7909677,0.004180602,9.567170799,19135,9.088812381,3349.507407,2539.479492,279.407196,108c,070801030303
454,F070801030303_770,7033.874301,61423.61848,15.17163372,622.0369873,77,3808.383545,43.96980596,0.005782153,71.34250212,142685,67.7753787,24977.31535,4430.42041,65.36917114,108c,070801030303
455,F070801030303_82,5611.687026,48421.88009,11.96020412,490.3683777,75,2924.27002,42.44730389,0.00558194,123.1499789,246298,116.99248,43115.33367,3414.638428,29.18681908,108c,070801030303
456,F070801030303_92,5484.101106,48037.16265,11.86517906,486.4723511,73,2823.675293,38.47498361,0.005059569,124.8226101,249645,118.5814797,43700.92902,3310.147705,27.91454124,108c,070801030303
457,F070801030303_98,5066.998113,43442.19606,10.7302227,439.9391174,73,2553.578369,28.33650052,0.00372633,10.44427994,20890,9.922065828,3656.586977,2993.517578,301.703064,108c,070801030303
458,F070801030401_234,2006.494569,17558.36515,4.33691597,177.8135529,79,1116.929443,9.909183025,0.001303085,14.93872523,29878,14.19178915,5230.11158,1294.743042,91.23184204,105,070801030401
459,F070801030401_353,2088.441289,18573.94102,4.587763309,188.0982971,58,867.4544067,11.1026768,0.001460033,5.237480422,10475,4.975606299,1833.66423,1055.552734,212.1455536,105,070801030401
460,F070801030401_392,3405.48333,29300.38178,7.237194538,296.7249756,64,1509.96814,18.15972936,0.002388056,7.145019218,14290,6.787768327,2501.501773,1806.693115,266.1689453,105,070801030401
461,F070801030401_457,3742.03073,32812.86458,8.104777336,332.2958679,51,1347.514648,23.07223844,0.003034064,35.35654011,70713,33.58871366,12378.47592,1679.810547,50.0111618,105,070801030401
462,F070801030401_46,8342.683208,73457.93365,18.14410973,743.9085083,54,3194.089111,55.84020342,0.007343144,96.54418136,193089,91.71697268,33800.53042,3937.997559,42.936409,105,070801030401
463,F070801030401_461,9638.613575,84742.78572,20.93146896,858.1902466,62,4230.668457,70.61917576,0.00928662,36.84689023,73695,35.00454654,12900.25396,5088.858887,145.3770905,105,070801030401
464,F070801030401_468,22050.71754,192874.8427,47.64008713,1953.24353,63,9791.526367,149.2740343,0.019629956,53.69027175,107381,51.00575716,18797.19311,11744.76953,230.2636108,105,070801030401
465,F070801030401_471,6273.576901,54476.94625,13.45580578,551.6880493,53,2324.894043,27.82704233,0.003659334,82.16824186,164336,78.05982793,28767.45178,2876.582031,36.8509903,105,070801030401
466,F070801030401_48,5899.268643,49747.36305,12.28759861,503.7915344,62,2483.569336,36.69262381,0.004825183,39.91482369,79829,37.91908238,13974.35022,2987.36084,78.78251648,105,070801030401
467,F070801030401_491,3960.023958,34894.06483,8.618833542,353.3721619,87,2444.473877,16.95576811,0.002229731,13.86573547,27731,13.17244893,4854.453302,2797.845947,212.4013519,105,070801030401
468,F070801030401_492,4639.451173,40582.95671,10.02399063,410.9836121,83,2712.291504,29.49500727,0.003878676,11.55618762,23113,10.97837853,4045.870755,3123.275146,284.4932861,105,070801030401
469,F070801030401_493,4472.673842,38758.55955,9.573364258,392.5079346,60,1872.550049,34.40319061,0.004524116,107.8390427,215678,102.4470901,37754.90933,2265.058105,22.10954094,105,070801030401
470,F070801030401_495,4670.938658,41356.42494,10.21503735,418.8165283,84,2797.285889,26.79646301,0.00352381,35.72228622,71445,33.93617249,12506.5252,3216.102539,94.76915741,105,070801030401
471,F070801030401_496,1719.105595,14667.33097,3.622830868,148.5360718,55,649.5735474,11.84619793,0.001557808,48.58389425,97167,46.15470126,17009.42954,798.1096191,17.29205513,105,070801030401
472,F070801030401_501,10829.10195,93769.72454,23.16112137,949.605957,56,4228.294434,69.58135212,0.009150144,257.3510941,514702,244.4835355,90099.71586,5177.900391,21.17893219,105,070801030401
473,F070801030401_502,6705.246341,58524.2546,14.45549107,592.6751099,58,2733.244141,37.88199703,0.004981589,68.65871998,137317,65.22578417,24037.71121,3325.919189,50.9908638,105,070801030401
474,F070801030401_503,11922.58673,106073.5557,26.20016861,1074.206909,53,4526.864746,81.05877884,0.010659458,45.21319504,90426,42.95253424,15829.33232,5601.071777,130.4014282,105,070801030401
475,F070801030401_507,6172.362176,53286.40988,13.16174316,539.6314697,58,2488.622314,40.80327874,0.005365746,11.85114241,23702,11.25858524,4149.135563,3028.253906,268.9728699,105,070801030401
476,F070801030401_514,4890.481294,42351.88468,10.46091557,428.8975525,79,2694.104248,31.04169226,0.00408207,6.723131001,13446,6.386974722,2353.796981,3123.001709,488.9641418,105,070801030401
477,F070801030401_519,11983.87823,103530.3726,25.57200241,1048.452148,74,6168.989746,67.63951715,0.008894787,75.53900593,151078,71.7620555,26446.52859,7217.441895,100.5746231,105,070801030401
478,F070801030401_520,4074.195177,35412.38827,8.74685955,358.6212463,68,1939.004028,31.84997335,0.004188361,82.63207555,165264,78.50047052,28929.84215,2297.625244,29.26893616,105,070801030401
479,F070801030401_532,1751.626293,15490.67674,3.826197147,156.8740845,55,686.0371704,10.91002403,0.001434699,12.66716544,25335,12.03380693,4434.828642,842.9112549,70.04527283,105,070801030401
480,F070801030401_543,6052.706107,52452.57291,12.95578575,531.1871948,67,2829.802734,40.92155097,0.005381299,62.26488223,124531,59.15163647,21799.20062,3360.98999,56.81990051,105,070801030401
481,F070801030401_545,2359.27704,20783.65807,5.133563519,210.4761047,50,836.770874,18.69764939,0.002458794,75.09204107,150183,71.33744205,26290.04545,1047.246948,14.68018627,105,070801030401
482,F070801030401_555,9544.413039,83356.57987,20.58907509,844.1520996,53,3557.380371,51.44725421,0.006765459,207.3376794,414676,196.970791,72589.80557,4401.532227,22.34611702,105,070801030401
483,F070801030401_556,2504.193384,22071.18804,5.451583385,223.5149231,55,977.4688721,12.28390767,0.001615368,60.43098474,120862,57.40943426,21157.14543,1200.983765,20.91962433,105,070801030401
484,F070801030401_588,4608.93411,39774.56135,9.824316978,402.7969971,55,1761.5,32.10070998,0.004221334,116.206234,232413,110.3959207,40684.29831,2164.296875,19.60486221,105,070801030401
485,F070801030401_590,7048.917868,60985.02115,15.06330013,617.5952759,51,2504.424316,41.27389144,0.005427633,29.75587262,59512,28.26807884,10417.65805,3122.019531,110.4432831,105,070801030401
486,F070801030401_606,3634.835458,31703.35605,7.830729008,321.0598755,51,1301.937012,23.91977525,0.003145518,5.939197302,11878,5.642237306,2079.338296,1622.996826,287.6512756,105,070801030401
487,F070801030401_633,1574.490848,13608.72258,3.361354589,137.8155365,23,252.0343475,9.518614896,0.001251725,2.302750267,4606,2.187612648,806.2026657,389.849884,178.2079163,105,070801030401
488,F070801030401_77,2764.896061,23975.11064,5.921852112,242.795929,43,830.1253052,21.86191785,0.002874904,13.12490863,26250,12.4686631,4595.086536,1072.921265,86.04942322,105,070801030401
489,F070801030402_122,8143.818725,72357.78576,17.87237358,732.767334,64,3728.89209,64.71680202,0.008510442,154.481009,308962,146.7569587,54084.46116,4461.65918,30.40168762,104,070801030402
490,F070801030402_123,1411.954992,12385.39072,3.059191465,125.4268494,59,588.4049072,7.384180546,0.000971041,,,,,713.8317871,,104,070801030402
491,F070801030402_131,7087.266504,62437.88745,15.42215824,632.3084717,80,4022.098633,49.80887747,0.006550008,21.00929157,42019,19.95882694,7355.442701,4654.407227,233.2004395,104,070801030402
492,F070801030402_132,8138.393534,71779.02568,17.72941971,726.906189,75,4334.843262,56.22398959,0.007393613,28.98793073,57976,27.53853468,10148.79855,5061.749512,183.8060608,104,070801030402
493,F070801030402_137,2566.27516,22149.78318,5.47099638,224.3108521,64,1141.468628,19.74537486,0.002596572,57.70248884,115405,54.81736495,20201.88802,1365.779541,24.91508865,104,070801030402
494,F070801030402_138,3280.511181,27893.17915,6.889615059,282.4742126,57,1280.228394,19.19289446,0.00252392,41.38093472,82762,39.31188869,14487.64226,1562.702637,39.75139999,104,070801030402
495,F070801030402_139,2931.306528,26014.83783,6.425664902,263.4522705,60,1256.860107,25.05621596,0.003294963,56.61598095,113232,53.78518328,19821.49727,1520.312378,28.2663784,104,070801030402
496,F070801030402_141,3610.544792,30383.60732,7.504751205,307.6947937,80,1957.239014,18.10829355,0.002381292,6.316296607,12634,6.000481818,2211.362437,2264.933838,377.4586487,104,070801030402
497,F070801030402_146,2336.145296,20046.34709,4.951447964,203.0093689,85,1372.046143,14.05661798,0.001848485,26.16161895,52323,24.85353804,9159.294555,1575.055542,63.37349319,105,070801030402
498,F070801030402_154,8687.492001,76613.45258,18.92352295,775.8644409,77,4750.182617,56.88288391,0.007480259,23.07539406,46151,21.92162409,8078.793929,5526.046875,252.0820007,104,070801030402
499,F070801030402_159,5494.271106,48134.78635,11.88929176,487.460968,63,2441.822754,23.1137222,0.00303952,61.99499274,123991,58.89524263,21704.71159,2929.283691,49.73718643,104,070801030402
500,F070801030402_160,4870.311025,42693.73399,10.54535198,432.359436,62,2131.426514,32.1162712,0.00422338,117.2789874,234558,111.4150391,41059.87482,2563.785889,23.01112938,104,070801030402
501,F070801030402_161,7514.434581,65291.14051,16.12691116,661.2033691,66,3469.866211,39.99480447,0.005259429,11.64284578,23285,11.06070369,4076.210115,4131.069336,373.4906311,104,070801030402
502,F070801030402_170,1806.518762,15728.97525,3.885056973,159.2873383,83,1051.21875,8.309957045,0.001092783,24.61595043,49232,23.38515377,8618.149708,1210.506104,51.76387024,104,070801030402
503,F070801030402_172,1585.619056,13709.17076,3.386165142,138.8327637,84,927.2674561,6.417197619,0.00084388,1.904785308,3810,1.809546057,666.8734779,1066.10022,589.1533813,104,070801030402
504,F070801030402_200,3433.468402,29818.95337,7.365281582,301.976532,58,1392.627441,18.77456856,0.002468909,,,,,1694.604004,,105,070801030402
505,F070801030402_226,4687.157159,41691.14911,10.29771423,422.2062988,62,2081.374023,33.97300547,0.004467546,80.06781387,160137,76.06442241,28032.08336,2503.580322,32.91394806,104,070801030402
506,F070801030402_229,7076.540593,62451.89059,15.42561722,632.4503174,46,2313.225342,46.51487039,0.006116836,164.0655624,328131,155.862289,57440.05593,2945.675781,18.89922142,104,070801030402
507,F070801030402_231,1538.936656,13545.6298,3.345770597,137.17659,85,927.1130981,14.26328826,0.001875663,7.112802148,14226,6.757162094,2490.222434,1064.289673,157.5054169,105,070801030402
508,F070801030402_245,1187.284839,10329.82315,2.551466227,104.6101151,91,756.9180298,6.90348397,0.000907828,11.48897165,22978,10.91452268,4022.337907,861.5281372,78.93411255,104,070801030402
509,F070801030402_256,3004.954802,26178.87263,6.466181755,265.1134644,72,1517.742065,19.03243542,0.002502819,45.29426384,90588,43.02955151,15857.71556,1782.855469,41.43328094,104,070801030402
510,F070801030402_257,4188.882179,37236.23338,9.197349548,377.0913391,73,2188.785156,29.65376367,0.003899553,85.29651723,170593,81.0316897,29862.67441,2565.876465,31.66509819,104,070801030402
511,F070801030402_267,3851.839665,33644.85648,8.310279846,340.7214661,78,2113.137939,26.1415031,0.003437681,11.34713315,22695,10.77977663,3972.679835,2453.859375,227.6354523,104,070801030402
512,F070801030402_268,1947.304461,17016.42383,4.203056812,172.3253326,72,986.541626,11.74742723,0.00154482,31.08417386,62169,29.52996525,10882.70207,1158.866943,39.24376297,104,070801030402
513,F070801030402_270,4114.862958,36047.87461,8.903824806,365.0568237,83,2409.197021,24.64532924,0.00324093,8.708212107,17417,8.27280122,3048.782152,2774.253906,335.3463745,104,070801030402
514,F070801030402_276,1946.761053,17012.02797,4.201971054,172.2808075,65,890.397644,14.87342486,0.001955897,5.745490553,11491,5.458215881,2011.520731,1062.678467,194.6933746,105,070801030402
515,F070801030402_281,2138.663967,18765.93183,4.635185242,190.0426025,25,377.7676086,14.24645424,0.001873449,,,,,567.8101807,,105,070801030402
516,F070801030402_291,3027.865133,25844.67365,6.383634567,261.7290039,88,1831.337036,18.77633381,0.002469141,6.273120403,12547,5.959464431,2196.246266,2093.065918,351.2171021,105,070801030402
517,F070801030402_292,2357.589836,20506.5872,5.065126896,207.6701965,87,1436.571289,16.43828997,0.002161681,8.548494503,17097,8.121069685,2992.864406,1644.241455,202.4661255,104,070801030402
518,F070801030402_302,3472.057996,29907.01127,7.387031555,302.8682861,62,1493.066895,19.65527336,0.002584724,34.33914442,68678,32.62218714,12022.28112,1795.935181,55.05256653,104,070801030402
519,F070801030402_309,4310.295823,37833.58739,9.344896317,383.1407471,86,2619.935059,26.87369132,0.003533966,8.958040319,17917,8.510138735,3136.248339,3003.075684,352.8821106,104,070801030402
520,F070801030402_312,2162.605604,18721.9267,4.624315739,189.5969391,54,814.0645142,9.156163916,0.001204061,25.32148324,50644,24.05540898,8865.159407,1003.661438,41.72290039,104,070801030402
521,F070801030402_316,9725.003411,84719.63589,20.92575073,857.9558105,58,3956.640625,72.26689745,0.0095033,181.6901324,363380,172.6056252,63610.49122,4814.59668,27.89362526,104,070801030402
522,F070801030402_321,8179.416679,71416.51814,17.63987923,723.2350464,89,5118.034668,44.51409739,0.005853729,84.01359343,168028,79.81291389,29413.51797,5841.269531,73.18701935,105,070801030402
523,F070801030402_323,11287.75251,100712.3678,24.87595558,1019.914185,76,6163.266602,78.37194562,0.010306131,39.74383664,79488,37.75664574,13914.48731,7183.180664,190.2494354,104,070801030402
524,F070801030402_324,2181.596656,19422.06164,4.797249317,196.6872253,79,1235.483643,10.64714206,0.001400129,23.17378754,46348,22.01509778,8113.241863,1432.170898,65.05403137,104,070801030402
