transport,biomass,costs,discount,price,yield,npv,
Farmgate,cereal rye,direct cost,0.06,60,1.766666667,-184.44,
Farmgate,cereal rye,direct cost,0.06,60,3.133333333,-97.52,
Farmgate,cereal rye,direct cost,0.06,60,4.5,-10.6,
Farmgate,cereal rye,direct cost,0.06,70,0.4,-267.12,
Farmgate,cereal rye,direct cost,0.06,70,1.766666667,-165.7133333,
Farmgate,cereal rye,direct cost,0.06,70,3.133333333,-64.30666667,
Farmgate,cereal rye,direct cost,0.06,70,4.5,37.1,
Farmgate,cereal rye,direct cost,0.06,80,0.4,-262.88,
Farmgate,cereal rye,direct cost,0.06,80,1.766666667,-146.9866667,
Farmgate,cereal rye,direct cost,0.06,80,3.133333333,-31.09333333,
Farmgate,cereal rye,direct cost,0.06,80,4.5,84.8,
Farmgate,cereal rye,direct cost,0.06,90,0.4,-258.64,
Farmgate,cereal rye,direct cost,0.06,90,1.766666667,-128.26,
Farmgate,cereal rye,direct cost,0.06,90,3.133333333,2.12,
Farmgate,cereal rye,direct cost,0.06,90,4.5,132.5,
Farmgate,cereal rye,direct cost,0.06,100,0.4,-254.4,
Farmgate,cereal rye,direct cost,0.06,100,1.766666667,-109.5333333,
Farmgate,cereal rye,direct cost,0.06,100,3.133333333,35.33333333,
Farmgate,cereal rye,direct cost,0.06,100,4.5,180.2,
Farmgate,cereal rye,direct cost,0.06,110,0.4,-250.16,
Farmgate,cereal rye,direct cost,0.06,110,1.766666667,-90.80666667,
Farmgate,cereal rye,direct cost,0.06,110,3.133333333,68.54666667,
Farmgate,cereal rye,direct cost,0.06,110,4.5,227.9,
Farmgate,cereal rye,direct cost,0.06,120,0.4,-245.92,
Farmgate,cereal rye,direct cost,0.06,120,1.766666667,-72.08,
Farmgate,cereal rye,direct cost,0.06,120,3.133333333,101.76,
Farmgate,cereal rye,direct cost,0.06,120,4.5,275.6,
Farmgate,cereal rye,direct cost,0.06,130,0.4,-241.68,
Farmgate,cereal rye,direct cost,0.06,130,1.766666667,-53.35333333,
Farmgate,cereal rye,direct cost,0.06,130,3.133333333,134.9733333,
Farmgate,cereal rye,direct cost,0.06,130,4.5,323.3,
Farmgate,cereal rye,direct cost,0.06,140,0.4,-237.44,
Farmgate,cereal rye,direct cost,0.06,140,1.766666667,-34.62666667,
Farmgate,cereal rye,direct cost,0.06,140,3.133333333,168.1866667,
Farmgate,cereal rye,direct cost,0.06,140,4.5,371,
8 km,cereal rye,delivered cost,0.06,20,0.4,-292.984,
8 km,cereal rye,delivered cost,0.06,20,1.766666667,-279.946,
8 km,cereal rye,delivered cost,0.06,20,3.133333333,-266.908,
8 km,cereal rye,delivered cost,0.06,20,4.5,-253.87,
8 km,cereal rye,delivered cost,0.06,30,0.4,-288.744,
8 km,cereal rye,delivered cost,0.06,30,1.766666667,-261.2193333,
8 km,cereal rye,delivered cost,0.06,30,3.133333333,-233.6946667,
8 km,cereal rye,delivered cost,0.06,30,4.5,-206.17,
8 km,cereal rye,delivered cost,0.06,40,0.4,-284.504,
8 km,cereal rye,delivered cost,0.06,40,1.766666667,-242.4926667,
8 km,cereal rye,delivered cost,0.06,40,3.133333333,-200.4813333,
8 km,cereal rye,delivered cost,0.06,40,4.5,-158.47,
8 km,cereal rye,delivered cost,0.06,50,0.4,-280.264,
8 km,cereal rye,delivered cost,0.06,50,1.766666667,-223.766,
8 km,cereal rye,delivered cost,0.06,50,3.133333333,-167.268,
8 km,cereal rye,delivered cost,0.06,50,4.5,-110.77,
8 km,cereal rye,delivered cost,0.06,60,0.4,-276.024,
8 km,cereal rye,delivered cost,0.06,60,1.766666667,-205.0393333,
8 km,cereal rye,delivered cost,0.06,60,3.133333333,-134.0546667,
8 km,cereal rye,delivered cost,0.06,60,4.5,-63.07,
8 km,cereal rye,delivered cost,0.06,70,0.4,-271.784,
8 km,cereal rye,delivered cost,0.06,70,1.766666667,-186.3126667,
8 km,cereal rye,delivered cost,0.06,70,3.133333333,-100.8413333,
8 km,cereal rye,delivered cost,0.06,70,4.5,-15.37,
8 km,cereal rye,delivered cost,0.06,80,0.4,-267.544,
8 km,cereal rye,delivered cost,0.06,80,1.766666667,-167.586,
8 km,cereal rye,delivered cost,0.06,80,3.133333333,-67.628,
8 km,cereal rye,delivered cost,0.06,80,4.5,32.33,
8 km,cereal rye,delivered cost,0.06,90,0.4,-263.304,
8 km,cereal rye,delivered cost,0.06,90,1.766666667,-148.8593333,
8 km,cereal rye,delivered cost,0.06,90,3.133333333,-34.41466667,
8 km,cereal rye,delivered cost,0.06,90,4.5,80.03,
8 km,cereal rye,delivered cost,0.06,100,0.4,-259.064,
8 km,cereal rye,delivered cost,0.06,100,1.766666667,-130.1326667,
8 km,cereal rye,delivered cost,0.06,100,3.133333333,-1.201333333,
8 km,cereal rye,delivered cost,0.06,100,4.5,127.73,
8 km,cereal rye,delivered cost,0.06,110,0.4,-254.824,
8 km,cereal rye,delivered cost,0.06,110,1.766666667,-111.406,
8 km,cereal rye,delivered cost,0.06,110,3.133333333,32.012,
8 km,cereal rye,delivered cost,0.06,110,4.5,175.43,
8 km,cereal rye,delivered cost,0.06,120,0.4,-250.584,
8 km,cereal rye,delivered cost,0.06,120,1.766666667,-92.67933333,
8 km,cereal rye,delivered cost,0.06,120,3.133333333,65.22533333,
8 km,cereal rye,delivered cost,0.06,120,4.5,223.13,
8 km,cereal rye,delivered cost,0.06,130,0.4,-246.344,
8 km,cereal rye,delivered cost,0.06,130,1.766666667,-73.95266667,
8 km,cereal rye,delivered cost,0.06,130,3.133333333,98.43866667,
8 km,cereal rye,delivered cost,0.06,130,4.5,270.83,
8 km,cereal rye,delivered cost,0.06,140,0.4,-242.104,
8 km,cereal rye,delivered cost,0.06,140,1.766666667,-55.226,
8 km,cereal rye,delivered cost,0.06,140,3.133333333,131.652,
8 km,cereal rye,delivered cost,0.06,140,4.5,318.53,
16 km,cereal rye,delivered cost,0.06,20,0.4,-295.528,
16 km,cereal rye,delivered cost,0.06,20,1.766666667,-291.182,
16 km,cereal rye,delivered cost,0.06,20,3.133333333,-286.836,
16 km,cereal rye,delivered cost,0.06,20,4.5,-282.49,
16 km,cereal rye,delivered cost,0.06,30,0.4,-291.288,
16 km,cereal rye,delivered cost,0.06,30,1.766666667,-272.4553333,
16 km,cereal rye,delivered cost,0.06,30,3.133333333,-253.6226667,
16 km,cereal rye,delivered cost,0.06,30,4.5,-234.79,
16 km,cereal rye,delivered cost,0.06,40,0.4,-287.048,
16 km,cereal rye,delivered cost,0.06,40,1.766666667,-253.7286667,
16 km,cereal rye,delivered cost,0.06,40,3.133333333,-220.4093333,
16 km,cereal rye,delivered cost,0.06,40,4.5,-187.09,
16 km,cereal rye,delivered cost,0.06,50,0.4,-282.808,
16 km,cereal rye,delivered cost,0.06,50,1.766666667,-235.002,
16 km,cereal rye,delivered cost,0.06,50,3.133333333,-187.196,
16 km,cereal rye,delivered cost,0.06,50,4.5,-139.39,
16 km,cereal rye,delivered cost,0.06,60,0.4,-278.568,
16 km,cereal rye,delivered cost,0.06,60,1.766666667,-216.2753333,
16 km,cereal rye,delivered cost,0.06,60,3.133333333,-153.9826667,
16 km,cereal rye,delivered cost,0.06,60,4.5,-91.69,
16 km,cereal rye,delivered cost,0.06,70,0.4,-274.328,
16 km,cereal rye,delivered cost,0.06,70,1.766666667,-197.5486667,
16 km,cereal rye,delivered cost,0.06,70,3.133333333,-120.7693333,
16 km,cereal rye,delivered cost,0.06,70,4.5,-43.99,
16 km,cereal rye,delivered cost,0.06,80,0.4,-270.088,
16 km,cereal rye,delivered cost,0.06,80,1.766666667,-178.822,
16 km,cereal rye,delivered cost,0.06,80,3.133333333,-87.556,
16 km,cereal rye,delivered cost,0.06,80,4.5,3.71,
16 km,cereal rye,delivered cost,0.06,90,0.4,-265.848,
16 km,cereal rye,delivered cost,0.06,90,1.766666667,-160.0953333,
16 km,cereal rye,delivered cost,0.06,90,3.133333333,-54.34266667,
16 km,cereal rye,delivered cost,0.06,90,4.5,51.41,
16 km,cereal rye,delivered cost,0.06,100,0.4,-261.608,
16 km,cereal rye,delivered cost,0.06,100,1.766666667,-141.3686667,
16 km,cereal rye,delivered cost,0.06,100,3.133333333,-21.12933333,
16 km,cereal rye,delivered cost,0.06,100,4.5,99.11,
16 km,cereal rye,delivered cost,0.06,110,0.4,-257.368,
16 km,cereal rye,delivered cost,0.06,110,1.766666667,-122.642,
16 km,cereal rye,delivered cost,0.06,110,3.133333333,12.084,
16 km,cereal rye,delivered cost,0.06,110,4.5,146.81,
16 km,cereal rye,delivered cost,0.06,120,0.4,-253.128,
16 km,cereal rye,delivered cost,0.06,120,1.766666667,-103.9153333,
16 km,cereal rye,delivered cost,0.06,120,3.133333333,45.29733333,
16 km,cereal rye,delivered cost,0.06,120,4.5,194.51,
16 km,cereal rye,delivered cost,0.06,130,0.4,-248.888,
16 km,cereal rye,delivered cost,0.06,130,1.766666667,-85.18866667,
16 km,cereal rye,delivered cost,0.06,130,3.133333333,78.51066667,
16 km,cereal rye,delivered cost,0.06,130,4.5,242.21,
16 km,cereal rye,delivered cost,0.06,140,0.4,-244.648,
16 km,cereal rye,delivered cost,0.06,140,1.766666667,-66.462,
16 km,cereal rye,delivered cost,0.06,140,3.133333333,111.724,
16 km,cereal rye,delivered cost,0.06,140,4.5,289.91,
24 km,cereal rye,delivered cost,0.06,20,0.4,-297.648,
24 km,cereal rye,delivered cost,0.06,20,1.766666667,-300.5453333,
24 km,cereal rye,delivered cost,0.06,20,3.133333333,-303.4426667,
24 km,cereal rye,delivered cost,0.06,20,4.5,-306.34,
24 km,cereal rye,delivered cost,0.06,30,0.4,-293.408,
24 km,cereal rye,delivered cost,0.06,30,1.766666667,-281.8186667,
24 km,cereal rye,delivered cost,0.06,30,3.133333333,-270.2293333,
24 km,cereal rye,delivered cost,0.06,30,4.5,-258.64,
24 km,cereal rye,delivered cost,0.06,40,0.4,-289.168,
24 km,cereal rye,delivered cost,0.06,40,1.766666667,-263.092,
24 km,cereal rye,delivered cost,0.06,40,3.133333333,-237.016,
24 km,cereal rye,delivered cost,0.06,40,4.5,-210.94,
24 km,cereal rye,delivered cost,0.06,50,0.4,-284.928,
24 km,cereal rye,delivered cost,0.06,50,1.766666667,-244.3653333,
24 km,cereal rye,delivered cost,0.06,50,3.133333333,-203.8026667,
24 km,cereal rye,delivered cost,0.06,50,4.5,-163.24,
24 km,cereal rye,delivered cost,0.06,60,0.4,-280.688,
24 km,cereal rye,delivered cost,0.06,60,1.766666667,-225.6386667,
24 km,cereal rye,delivered cost,0.06,60,3.133333333,-170.5893333,
24 km,cereal rye,delivered cost,0.06,60,4.5,-115.54,
24 km,cereal rye,delivered cost,0.06,70,0.4,-276.448,
24 km,cereal rye,delivered cost,0.06,70,1.766666667,-206.912,
24 km,cereal rye,delivered cost,0.06,70,3.133333333,-137.376,
24 km,cereal rye,delivered cost,0.06,70,4.5,-67.84,
24 km,cereal rye,delivered cost,0.06,80,0.4,-272.208,
24 km,cereal rye,delivered cost,0.06,80,1.766666667,-188.1853333,
24 km,cereal rye,delivered cost,0.06,80,3.133333333,-104.1626667,
24 km,cereal rye,delivered cost,0.06,80,4.5,-20.14,
24 km,cereal rye,delivered cost,0.06,90,0.4,-267.968,
24 km,cereal rye,delivered cost,0.06,90,1.766666667,-169.4586667,
24 km,cereal rye,delivered cost,0.06,90,3.133333333,-70.94933333,
24 km,cereal rye,delivered cost,0.06,90,4.5,27.56,
24 km,cereal rye,delivered cost,0.06,100,0.4,-263.728,
24 km,cereal rye,delivered cost,0.06,100,1.766666667,-150.732,
24 km,cereal rye,delivered cost,0.06,100,3.133333333,-37.736,
24 km,cereal rye,delivered cost,0.06,100,4.5,75.26,
24 km,cereal rye,delivered cost,0.06,110,0.4,-259.488,
24 km,cereal rye,delivered cost,0.06,110,1.766666667,-132.0053333,
24 km,cereal rye,delivered cost,0.06,110,3.133333333,-4.522666667,
24 km,cereal rye,delivered cost,0.06,110,4.5,122.96,
24 km,cereal rye,delivered cost,0.06,120,0.4,-255.248,
24 km,cereal rye,delivered cost,0.06,120,1.766666667,-113.2786667,
24 km,cereal rye,delivered cost,0.06,120,3.133333333,28.69066667,
24 km,cereal rye,delivered cost,0.06,120,4.5,170.66,
24 km,cereal rye,delivered cost,0.06,130,0.4,-251.008,
24 km,cereal rye,delivered cost,0.06,130,1.766666667,-94.552,
24 km,cereal rye,delivered cost,0.06,130,3.133333333,61.904,
24 km,cereal rye,delivered cost,0.06,130,4.5,218.36,
24 km,cereal rye,delivered cost,0.06,140,0.4,-246.768,
24 km,cereal rye,delivered cost,0.06,140,1.766666667,-75.82533333,
24 km,cereal rye,delivered cost,0.06,140,3.133333333,95.11733333,
24 km,cereal rye,delivered cost,0.06,140,4.5,266.06,
32 km,cereal rye,delivered cost,0.06,20,0.4,-300.616,
32 km,cereal rye,delivered cost,0.06,20,1.766666667,-313.654,
32 km,cereal rye,delivered cost,0.06,20,3.133333333,-326.692,
32 km,cereal rye,delivered cost,0.06,20,4.5,-339.73,
32 km,cereal rye,delivered cost,0.06,30,0.4,-296.376,
32 km,cereal rye,delivered cost,0.06,30,1.766666667,-294.9273333,
32 km,cereal rye,delivered cost,0.06,30,3.133333333,-293.4786667,
32 km,cereal rye,delivered cost,0.06,30,4.5,-292.03,
32 km,cereal rye,delivered cost,0.06,40,0.4,-292.136,
32 km,cereal rye,delivered cost,0.06,40,1.766666667,-276.2006667,
32 km,cereal rye,delivered cost,0.06,40,3.133333333,-260.2653333,
32 km,cereal rye,delivered cost,0.06,40,4.5,-244.33,
32 km,cereal rye,delivered cost,0.06,50,0.4,-287.896,
32 km,cereal rye,delivered cost,0.06,50,1.766666667,-257.474,
32 km,cereal rye,delivered cost,0.06,50,3.133333333,-227.052,
32 km,cereal rye,delivered cost,0.06,50,4.5,-196.63,
32 km,cereal rye,delivered cost,0.06,60,0.4,-283.656,
32 km,cereal rye,delivered cost,0.06,60,1.766666667,-238.7473333,
32 km,cereal rye,delivered cost,0.06,60,3.133333333,-193.8386667,
32 km,cereal rye,delivered cost,0.06,60,4.5,-148.93,
32 km,cereal rye,delivered cost,0.06,70,0.4,-279.416,
32 km,cereal rye,delivered cost,0.06,70,1.766666667,-220.0206667,
32 km,cereal rye,delivered cost,0.06,70,3.133333333,-160.6253333,
32 km,cereal rye,delivered cost,0.06,70,4.5,-101.23,
32 km,cereal rye,delivered cost,0.06,80,0.4,-275.176,
32 km,cereal rye,delivered cost,0.06,80,1.766666667,-201.294,
32 km,cereal rye,delivered cost,0.06,80,3.133333333,-127.412,
32 km,cereal rye,delivered cost,0.06,80,4.5,-53.53,
32 km,cereal rye,delivered cost,0.06,90,0.4,-270.936,
32 km,cereal rye,delivered cost,0.06,90,1.766666667,-182.5673333,
32 km,cereal rye,delivered cost,0.06,90,3.133333333,-94.19866667,
32 km,cereal rye,delivered cost,0.06,90,4.5,-5.83,
32 km,cereal rye,delivered cost,0.06,100,0.4,-266.696,
32 km,cereal rye,delivered cost,0.06,100,1.766666667,-163.8406667,
32 km,cereal rye,delivered cost,0.06,100,3.133333333,-60.98533333,
32 km,cereal rye,delivered cost,0.06,100,4.5,41.87,
32 km,cereal rye,delivered cost,0.06,110,0.4,-262.456,
32 km,cereal rye,delivered cost,0.06,110,1.766666667,-145.114,
32 km,cereal rye,delivered cost,0.06,110,3.133333333,-27.772,
32 km,cereal rye,delivered cost,0.06,110,4.5,89.57,
32 km,cereal rye,delivered cost,0.06,120,0.4,-258.216,
32 km,cereal rye,delivered cost,0.06,120,1.766666667,-126.3873333,
32 km,cereal rye,delivered cost,0.06,120,3.133333333,5.441333333,
32 km,cereal rye,delivered cost,0.06,120,4.5,137.27,
32 km,cereal rye,delivered cost,0.06,130,0.4,-253.976,
32 km,cereal rye,delivered cost,0.06,130,1.766666667,-107.6606667,
32 km,cereal rye,delivered cost,0.06,130,3.133333333,38.65466667,
32 km,cereal rye,delivered cost,0.06,130,4.5,184.97,
32 km,cereal rye,delivered cost,0.06,140,0.4,-249.736,
32 km,cereal rye,delivered cost,0.06,140,1.766666667,-88.934,
32 km,cereal rye,delivered cost,0.06,140,3.133333333,71.868,
32 km,cereal rye,delivered cost,0.06,140,4.5,232.67,
Farmgate,prairie,total cost,0.06,20,1.89,-834.784925,-834.784925
Farmgate,prairie,total cost,0.06,20,3.393333333,-808.572123,-808.572123
Farmgate,prairie,total cost,0.06,20,4.896666667,-782.3593211,-782.3593211
Farmgate,prairie,total cost,0.06,20,6.4,-756.1465191,-756.1465191
Farmgate,prairie,total cost,0.06,30,1.89,-818.3074763,-818.3074763
Farmgate,prairie,total cost,0.06,30,3.393333333,-778.9882734,-778.9882734
Farmgate,prairie,total cost,0.06,30,4.896666667,-739.6690705,-739.6690705
Farmgate,prairie,total cost,0.06,30,6.4,-700.3498676,-700.3498676
Farmgate,prairie,total cost,0.06,40,1.89,-801.8300276,-801.8300276
Farmgate,prairie,total cost,0.06,40,3.393333333,-749.4044237,-749.4044237
Farmgate,prairie,total cost,0.06,40,4.896666667,-696.9788199,-696.9788199
Farmgate,prairie,total cost,0.06,40,6.4,-644.553216,-644.553216
Farmgate,prairie,total cost,0.06,50,1.89,-785.352579,-785.352579
Farmgate,prairie,total cost,0.06,50,3.393333333,-719.8205741,-719.8205741
Farmgate,prairie,total cost,0.06,50,4.896666667,-654.2885693,-654.2885693
Farmgate,prairie,total cost,0.06,50,6.4,-588.7565644,-588.7565644
Farmgate,prairie,total cost,0.06,60,1.89,-768.8751303,-768.8751303
Farmgate,prairie,total cost,0.06,60,3.393333333,-690.2367245,-690.2367245
Farmgate,prairie,total cost,0.06,60,4.896666667,-611.5983186,-611.5983186
Farmgate,prairie,total cost,0.06,60,6.4,-532.9599128,-532.9599128
Farmgate,prairie,total cost,0.06,70,1.89,-752.3976816,-752.3976816
Farmgate,prairie,total cost,0.06,70,3.393333333,-660.6528748,-660.6528748
Farmgate,prairie,total cost,0.06,70,4.896666667,-568.908068,-568.908068
Farmgate,prairie,total cost,0.06,70,6.4,-477.1632612,-477.1632612
Farmgate,prairie,total cost,0.06,80,1.89,-735.9202329,-735.9202329
Farmgate,prairie,total cost,0.06,80,3.393333333,-631.0690252,-631.0690252
Farmgate,prairie,total cost,0.06,80,4.896666667,-526.2178174,-526.2178174
Farmgate,prairie,total cost,0.06,80,6.4,-421.3666097,-421.3666097
Farmgate,prairie,total cost,0.06,90,1.89,-719.4427843,-719.4427843
Farmgate,prairie,total cost,0.06,90,3.393333333,-601.4851755,-601.4851755
Farmgate,prairie,total cost,0.06,90,4.896666667,-483.5275668,-483.5275668
Farmgate,prairie,total cost,0.06,90,6.4,-365.5699581,-365.5699581
Farmgate,prairie,total cost,0.06,100,1.89,-702.9653356,-702.9653356
Farmgate,prairie,total cost,0.06,100,3.393333333,-571.9013259,-571.9013259
Farmgate,prairie,total cost,0.06,100,4.896666667,-440.8373162,-440.8373162
Farmgate,prairie,total cost,0.06,100,6.4,-309.7733065,-309.7733065
Farmgate,prairie,total cost,0.06,110,1.89,-686.4878869,-686.4878869
Farmgate,prairie,total cost,0.06,110,3.393333333,-542.3174763,-542.3174763
Farmgate,prairie,total cost,0.06,110,4.896666667,-398.1470656,-398.1470656
Farmgate,prairie,total cost,0.06,110,6.4,-253.9766549,-253.9766549
Farmgate,prairie,total cost,0.06,120,1.89,-670.0104383,-670.0104383
Farmgate,prairie,total cost,0.06,120,3.393333333,-512.7336266,-512.7336266
Farmgate,prairie,total cost,0.06,120,4.896666667,-355.456815,-355.456815
Farmgate,prairie,total cost,0.06,120,6.4,-198.1800033,-198.1800033
Farmgate,prairie,total cost,0.06,130,1.89,-653.5329896,-653.5329896
Farmgate,prairie,total cost,0.06,130,3.393333333,-483.149777,-483.149777
Farmgate,prairie,total cost,0.06,130,4.896666667,-312.7665644,-312.7665644
Farmgate,prairie,total cost,0.06,130,6.4,-142.3833518,-142.3833518
Farmgate,prairie,total cost,0.06,140,1.89,-637.0555409,-637.0555409
Farmgate,prairie,total cost,0.06,140,3.393333333,-453.5659273,-453.5659273
Farmgate,prairie,total cost,0.06,140,4.896666667,-270.0763138,-270.0763138
Farmgate,prairie,total cost,0.06,140,6.4,-86.58670019,-86.58670019
8 km,prairie,total cost,0.06,20,1.89,-852.9101185,
8 km,prairie,total cost,0.06,20,3.393333333,-841.1143576,
8 km,prairie,total cost,0.06,20,4.896666667,-829.3185968,
8 km,prairie,total cost,0.06,20,6.4,-817.5228359,
8 km,prairie,total cost,0.06,30,1.89,-836.4326698,
8 km,prairie,total cost,0.06,30,3.393333333,-811.530508,
8 km,prairie,total cost,0.06,30,4.896666667,-786.6283461,
8 km,prairie,total cost,0.06,30,6.4,-761.7261843,
8 km,prairie,total cost,0.06,40,1.89,-819.9552212,
8 km,prairie,total cost,0.06,40,3.393333333,-781.9466583,
8 km,prairie,total cost,0.06,40,4.896666667,-743.9380955,
8 km,prairie,total cost,0.06,40,6.4,-705.9295327,
8 km,prairie,total cost,0.06,50,1.89,-803.4777725,
8 km,prairie,total cost,0.06,50,3.393333333,-752.3628087,
8 km,prairie,total cost,0.06,50,4.896666667,-701.2478449,
8 km,prairie,total cost,0.06,50,6.4,-650.1328811,
8 km,prairie,total cost,0.06,60,1.89,-787.0003238,
8 km,prairie,total cost,0.06,60,3.393333333,-722.7789591,
8 km,prairie,total cost,0.06,60,4.896666667,-658.5575943,
8 km,prairie,total cost,0.06,60,6.4,-594.3362296,
8 km,prairie,total cost,0.06,70,1.89,-770.5228751,
8 km,prairie,total cost,0.06,70,3.393333333,-693.1951094,
8 km,prairie,total cost,0.06,70,4.896666667,-615.8673437,
8 km,prairie,total cost,0.06,70,6.4,-538.539578,
8 km,prairie,total cost,0.06,80,1.89,-754.0454265,
8 km,prairie,total cost,0.06,80,3.393333333,-663.6112598,
8 km,prairie,total cost,0.06,80,4.896666667,-573.1770931,
8 km,prairie,total cost,0.06,80,6.4,-482.7429264,
8 km,prairie,total cost,0.06,90,1.89,-737.5679778,
8 km,prairie,total cost,0.06,90,3.393333333,-634.0274101,
8 km,prairie,total cost,0.06,90,4.896666667,-530.4868425,
8 km,prairie,total cost,0.06,90,6.4,-426.9462748,
8 km,prairie,total cost,0.06,100,1.89,-721.0905291,
8 km,prairie,total cost,0.06,100,3.393333333,-604.4435605,
8 km,prairie,total cost,0.06,100,4.896666667,-487.7965919,
8 km,prairie,total cost,0.06,100,6.4,-371.1496232,
8 km,prairie,total cost,0.06,110,1.89,-704.6130805,
8 km,prairie,total cost,0.06,110,3.393333333,-574.8597109,
8 km,prairie,total cost,0.06,110,4.896666667,-445.1063413,
8 km,prairie,total cost,0.06,110,6.4,-315.3529717,
8 km,prairie,total cost,0.06,120,1.89,-688.1356318,
8 km,prairie,total cost,0.06,120,3.393333333,-545.2758612,
8 km,prairie,total cost,0.06,120,4.896666667,-402.4160907,
8 km,prairie,total cost,0.06,120,6.4,-259.5563201,
8 km,prairie,total cost,0.06,130,1.89,-671.6581831,
