biomass,radial,sum_opArea,opArea_med,Q1_opArea,Q3_opArea,n,IWAP,sum_BioMg2,BioMg_med,Q1_BioMg,Q3_BioMg,sumDC2,sumDC_med,Q1_sumDC,Q3_sumDC,sumTC2,sumTC_med,Q1_sumTC,Q3_sumTC,sumDCcp2,sumDCcp_med,Q1_sumDCcp,Q3_sumDCcp,sumTCcp2,sumTCcp_med,Q1_sumTCcp,Q3_sumTCcp
prairie,8,3961.2430086962117,3.708054498413518,1.65123958771665,8.855481112568755,431,2,30915.109613182132,28.693084492296002,16.3715120249184,63.714427457688,2464588.1651284,2135.0515138,861.82226565,7220.33390835,5651626.5168216,6279.8635715,3425.0388181,14305.611327999999,4268581.3452208,2235.353973,1114.76892085,8518.150390499999,7499889.1949373,6671.604004000001,3671.7172245,22190.072509999998
prairie,16,14967.487509312203,3.6006415986743123,1.4419084087610639,10.09196827605676,1385,2,117630.18512349835,28.991346074208,16.7870106554976,75.1151020659984,8980514.6633615,1816.4821471999999,849.3493040999999,8685.6044007,21106892.30077045,7143.4464263,3298.7016301000003,17012.8720429,14490348.773476,2199.8078309000002,1106.4386596,9534.443359,26815428.61024025,7746.7712698000005,3439.2154536,24403.0222284
prairie,24,17572.09532436264,4.004784390072913,1.503072905753244,10.257091352612944,1718,2,137403.40923285933,29.927462764852798,16.208460592884,78.3428316061356,10556050.6587523,2081.3072051999998,814.7662811499999,8385.865096875,23452322.87733893,6911.002930000001,3101.11984295,17170.0234365,17094548.1935354,2477.049042,1084.184966875,9494.20043975,30212996.68418618,7168.122390799999,3274.5445711,23072.80639525
prairie,32,16436.910309052946,3.660933319487442,1.569511592220451,8.233648616132811,1855,2,127801.56486093687,28.4189720518368,14.9806139421456,65.4033701895336,10062285.64215225,1664.5071795000001,819.0469665999999,5647.697266,21634833.89614907,5400.447907,2204.153198,13044.6025216,16835547.59779075,1991.963623,961.39187625,5943.6162110000005,28600897.02942846,5769.141358,2243.5687563,15301.7443539
rye,8,5661.9072215695005,23.04057952503417,11.964067102747006,32.79025804490817,220,0,22846.52297326896,92.97169666344001,48.27654691524,132.31290380112003,3217898.96597,13094.92627,6799.6801755,18636.076665,3217898.96597,13094.92627,6799.6801755,18636.076665,3217898.96597,13094.92627,6799.6801755,18636.076665,3217898.96597,13094.92627,6799.6801755,18636.076665
rye,16,15911.163978981453,20.45699277107981,11.99835485556695,30.872953452932844,660,0,64203.59083978657,82.54659325752,48.41490370147201,124.57633687884001,9042980.7718929,11626.56543,6819.167602500001,17546.39209,9042980.7718929,11626.56543,6819.167602500001,17546.39209,9042980.7718929,11626.56543,6819.167602500001,17546.39209,9042980.7718929,11626.56543,6819.167602500001,17546.39209
rye,24,21767.259548598675,19.98199955738988,10.927203952566039,31.290722772239292,879,0,87833.68877229468,80.629933228992,44.092671596567996,126.26208215207998,12371245.11346,11356.60742,6210.387695,17783.828125,12371245.11346,11356.60742,6210.387695,17783.828125,12371245.11346,11356.60742,6210.387695,17783.828125,12371245.11346,11356.60742,6210.387695,17783.828125
rye,32,25198.927472169653,16.7058389619516,9.43191284860332,31.079035426812332,1071,0,101680.90969566509,67.410209177136,38.05898041008,125.40789996336001,14321605.6856159,9494.62793,5360.551025500001,17663.517575,14321605.6856159,9494.62793,5360.551025500001,17663.517575,14321605.6856159,9494.62793,5360.551025500001,17663.517575,14321605.6856159,9494.62793,5360.551025500001,17663.517575
